,Date,Open,High,Low,Close
1106,2011-02-23,338.77,344.64,338.61,342.62
1107,2011-02-24,344.02,345.15,338.37,342.88
1108,2011-02-25,345.26,348.43,344.8,348.16
1109,2011-02-28,351.24,355.05,351.12,353.21
1110,2011-03-01,355.47,355.72,347.681,349.31
1111,2011-03-02,349.96,354.35,348.4,352.12
1112,2011-03-03,357.19,359.79,355.92,359.56
1113,2011-03-04,360.07,360.29,357.75,360.0
1114,2011-03-07,361.4,361.67,351.31,355.36
1115,2011-03-08,354.91,357.4,352.25,355.76
1116,2011-03-09,354.69,354.76,350.6,352.47
1117,2011-03-10,349.12,349.77,344.9,346.67
1118,2011-03-11,345.33,352.32,345.0,351.99
1119,2011-03-14,353.18,356.4844,351.31,353.56
1120,2011-03-15,342.1,347.84,340.1,345.43
1121,2011-03-16,342.0,343.0,326.26,330.01
1122,2011-03-17,336.83,339.61,330.6596,334.64
1123,2011-03-18,337.13,338.2,330.0,330.67
1124,2011-03-21,335.99,339.74,335.26,339.3
1125,2011-03-22,342.56,342.62,339.14,341.2
1126,2011-03-23,339.28,340.22,335.95,339.19
1127,2011-03-24,341.85,346.0,338.86,344.97
1128,2011-03-25,348.07,352.06,347.02,351.54
1129,2011-03-28,353.15,354.32,350.44,350.44
1130,2011-03-29,347.66,350.96,346.06,350.96
1131,2011-03-30,350.64,350.88,347.44,348.63
1132,2011-03-31,346.36,349.8,346.06,348.5075
1133,2011-04-01,351.11,351.5872,343.3,344.56
1134,2011-04-04,344.31,344.6,338.4,341.19
1135,2011-04-05,336.99,342.25,336.0,338.89
1136,2011-04-06,341.22,343.9,337.14,338.04
1137,2011-04-07,338.1,340.43,336.03,338.08
1138,2011-04-08,339.92,340.15,333.95,335.06
1139,2011-04-11,334.06,335.67,330.02,330.8
1140,2011-04-12,330.49,333.73,330.2,332.4
1141,2011-04-13,335.02,336.14,332.52,336.13
1142,2011-04-14,334.8,336.0,332.06,332.42
1143,2011-04-15,333.3,333.64,326.8,327.46
1144,2011-04-18,326.1,332.23,320.16,331.85
1145,2011-04-19,333.1,337.98,331.71,337.86
1146,2011-04-20,343.51,345.75,341.5,342.41
1147,2011-04-21,355.0,355.13,348.52,350.69599999999997
1148,2011-04-25,350.34,353.75,350.3,353.009
1149,2011-04-26,353.62,354.99,349.35,350.42
1150,2011-04-27,352.24,352.35,347.1,350.15
1151,2011-04-28,346.19,349.75,345.52,346.75
1152,2011-04-29,346.78,353.95,346.666,350.13
1153,2011-05-02,349.74,350.469,345.5,346.28
1154,2011-05-03,347.99,349.89,345.62,348.2
1155,2011-05-04,348.26,351.83,346.88,349.57
1156,2011-05-05,348.4,350.95,346.05,346.75
1157,2011-05-06,349.69,350.0,346.21,346.66
1158,2011-05-09,347.86,349.2,346.5276,347.6
1159,2011-05-10,348.89,349.69,346.66,349.45
1160,2011-05-11,349.02,350.0,345.24,347.23
1161,2011-05-12,346.12,347.12,342.27,346.57
1162,2011-05-13,345.66,346.25,340.35,340.5
1163,2011-05-16,339.2,341.22,332.6,333.3
1164,2011-05-17,332.0,336.14,330.73,336.14
1165,2011-05-18,336.47,341.05,336.0,339.87
1166,2011-05-19,342.08,342.414,338.67,340.53
1167,2011-05-20,339.56,340.95,335.02,335.22
1168,2011-05-23,329.97,335.98,329.42,334.4
1169,2011-05-24,335.5,335.899,331.34,332.19
1170,2011-05-25,333.43,338.56,332.85,336.78
1171,2011-05-26,335.97,336.89,334.435,335.0
1172,2011-05-27,334.8,337.63,334.31,337.41
1173,2011-05-31,341.1,347.83,341.0,347.83
1174,2011-06-01,348.87,352.13199999999995,344.65,345.51
1175,2011-06-02,346.5,347.98,344.3,346.102
1176,2011-06-03,343.18,345.33,342.01,343.44
1177,2011-06-06,344.84,347.05,337.81,338.04
1178,2011-06-07,338.17,338.22,331.9,332.04
1179,2011-06-08,331.78,334.8,330.65,332.24
1180,2011-06-09,333.25,333.67,330.75,331.49
1181,2011-06-10,330.55,331.66,325.51,325.9
1182,2011-06-13,327.2,328.31,325.07,326.6
1183,2011-06-14,330.0,333.25,329.31,332.44
1184,2011-06-15,329.75,330.3,324.88,326.75
1185,2011-06-16,326.9,328.6811,318.33,325.16
1186,2011-06-17,328.99,329.25,319.36,320.26
1187,2011-06-20,317.355,317.7,310.5,315.32
1188,2011-06-21,316.68,325.8,315.2,325.3
1189,2011-06-22,325.16,328.9,322.38,322.61
1190,2011-06-23,318.94,331.69,318.12,331.23
1191,2011-06-24,331.37,333.15,325.09,326.35
1192,2011-06-27,327.59,333.9,327.25,332.04
1193,2011-06-28,333.65,336.7,333.44,335.26
1194,2011-06-29,336.04,336.37,331.88,334.04
1195,2011-06-30,334.7,336.13,332.84,335.67
1196,2011-07-01,335.95,343.5,334.2,343.26
1197,2011-07-05,343.0,349.83,342.5,349.43
1198,2011-07-06,348.95,354.1,346.71,351.76
1199,2011-07-07,354.67,358.0,354.0,357.2
1200,2011-07-08,353.34,360.0,352.2,359.71
1201,2011-07-11,356.34,359.77,352.82,354.0
1202,2011-07-12,353.53,357.68,348.62,353.75
1203,2011-07-13,358.33,360.0,356.38,358.02
1204,2011-07-14,361.01,361.61,356.34,357.77
1205,2011-07-15,361.17,365.0,359.17,364.92
1206,2011-07-18,365.43,374.65,365.28,373.8
1207,2011-07-19,378.0,378.65,373.32,376.85
1208,2011-07-20,396.12,396.27,386.0,386.9
1209,2011-07-21,386.95,390.06,383.9,387.29
1210,2011-07-22,388.32,395.05,387.75,393.3
1211,2011-07-25,390.35,400.0,389.62,398.5
1212,2011-07-26,400.0,404.5,399.68,403.41
1213,2011-07-27,400.59,402.64,392.15,392.59
1214,2011-07-28,391.62,396.99,388.13,391.82
1215,2011-07-29,387.64,395.15,384.0,390.48
1216,2011-08-01,397.78,399.5,392.37,396.75
1217,2011-08-02,397.65,397.9,388.35,388.91
1218,2011-08-03,390.98,393.55,382.24,392.57
1219,2011-08-04,389.41,391.32,377.35,377.37
1220,2011-08-05,380.44,383.5,362.57,373.62
1221,2011-08-08,361.69,367.77,353.02,353.21
1222,2011-08-09,361.3,374.61,355.0,374.01
1223,2011-08-10,371.15,374.65,362.5,363.69
1224,2011-08-11,370.52,375.45,364.72,373.7
1225,2011-08-12,378.07,379.64,374.23,376.99
1226,2011-08-15,379.63,384.97,378.09,383.41
1227,2011-08-16,381.52,383.37,376.06,380.48
1228,2011-08-17,382.31,384.52,378.0,380.44
1229,2011-08-18,370.84,372.65,361.37,366.05
1230,2011-08-19,362.17,367.0,356.0,356.03
1231,2011-08-22,364.51,364.88,355.09,356.44
1232,2011-08-23,360.3,373.64,357.0,373.6
1233,2011-08-24,373.47,378.96,370.6,376.18
1234,2011-08-25,365.08,375.45,365.0,373.72
1235,2011-08-26,371.17,383.8,370.8008,383.58
1236,2011-08-29,388.18,391.5,388.0,389.97
1237,2011-08-30,388.25,391.84,386.21,389.99
1238,2011-08-31,390.57,392.08,381.86,384.83
1239,2011-09-01,385.82,387.3399,380.72,381.03
1240,2011-09-02,374.74,378.0,371.83,374.05
1241,2011-09-06,367.37,380.33,366.48,379.74
1242,2011-09-07,385.56,385.6,382.0,383.93
1243,2011-09-08,382.4,388.61,382.31,384.14
1244,2011-09-09,383.93,386.0,375.02,377.48
1245,2011-09-12,375.89,380.88,371.9,379.94
1246,2011-09-13,382.14,386.21,380.25,384.62
1247,2011-09-14,387.02,392.21,385.76,389.3
1248,2011-09-15,391.43,393.66,389.9,392.96
1249,2011-09-16,395.54,400.50300000000004,395.03,400.5
1250,2011-09-19,397.0,413.23,395.2045,411.63
1251,2011-09-20,415.25,422.86,411.19,413.45
1252,2011-09-21,419.64,421.59,412.0,412.14
1253,2011-09-22,401.03,409.82,396.7,401.82
1254,2011-09-23,400.28,406.74,399.85,404.3
1255,2011-09-26,399.86,403.98,391.3,403.17
1256,2011-09-27,408.73,409.25,398.06,399.26
1257,2011-09-28,400.19,403.74,396.51,397.01
1258,2011-09-29,401.92,402.21,386.21,390.57
1259,2011-09-30,387.12,388.89,381.18,381.32
1260,2011-10-03,380.37,382.64,373.171,374.6
1261,2011-10-04,374.57,381.8,354.24,372.5
1262,2011-10-05,367.86,379.82,360.3,378.25
1263,2011-10-06,373.33,384.78,371.8045,377.37
1264,2011-10-07,375.78,377.74,368.48900000000003,369.8
1265,2011-10-10,379.09,388.81,378.21,388.81
1266,2011-10-11,392.57,403.18,391.5,400.29
1267,2011-10-12,407.34,409.25,400.14,402.19
1268,2011-10-13,404.98,408.43,402.85,408.43
1269,2011-10-14,416.83,422.0,415.27,422.0
1270,2011-10-17,421.74,426.7,415.94,419.99
1271,2011-10-18,421.76,424.8067,415.99,422.24
1272,2011-10-19,401.35,408.41900000000004,397.8,398.62
1273,2011-10-20,400.0,400.35,394.21,395.31
1274,2011-10-21,398.1,399.14,390.75,392.87
1275,2011-10-24,396.18,406.5,395.4,405.77
1276,2011-10-25,405.03,406.55,397.38,397.77
1277,2011-10-26,401.76,402.55,393.151,400.6
1278,2011-10-27,407.56,409.0,401.89,404.69
1279,2011-10-28,403.0,406.35,402.51,404.95
1280,2011-10-31,402.42,409.33,401.05,404.78
1281,2011-11-01,397.41,399.5,393.22,396.51
1282,2011-11-02,400.09,400.44,395.11,397.41
1283,2011-11-03,399.07,403.4,395.36,403.07
1284,2011-11-04,402.03,403.44,399.16,400.24
1285,2011-11-07,399.91,400.0,396.13,399.73
1286,2011-11-08,402.21,408.0,401.56,406.23
1287,2011-11-09,396.97,400.89,394.23,395.28
1288,2011-11-10,397.03,397.21,382.15,385.22
1289,2011-11-11,386.61,388.7,380.26,384.62
1290,2011-11-14,383.5201,385.25,378.2,379.26
1291,2011-11-15,380.8,389.5,379.45,388.83
1292,2011-11-16,389.25,391.14,384.32,384.77
1293,2011-11-17,383.98,384.58,375.5,377.41
1294,2011-11-18,378.92,379.99,374.88,374.94
1295,2011-11-21,370.4,371.68,365.91,369.01
1296,2011-11-22,371.02,377.93,370.94,376.51
1297,2011-11-23,374.51,375.84,366.88,366.99
1298,2011-11-25,368.42,371.15,363.32,363.57
1299,2011-11-28,372.35,376.72,370.33,376.12
1300,2011-11-29,375.84,378.83,370.2,373.2
1301,2011-11-30,381.29,382.276,378.3,382.2
1302,2011-12-01,382.54,389.0,380.75,387.93
1303,2011-12-02,389.83,393.6299,388.58,389.7
1304,2011-12-05,393.49,396.41,390.38800000000003,393.01
1305,2011-12-06,392.51,394.63,389.38,390.95
1306,2011-12-07,389.93,390.94,386.7625,389.09
1307,2011-12-08,391.45,395.5,390.23,390.66
1308,2011-12-09,392.85,394.04,391.03,393.62
1309,2011-12-12,391.68,393.9,389.45,391.84
1310,2011-12-13,393.0,395.4,387.1,388.81
1311,2011-12-14,386.7,387.38,377.68,380.19
1312,2011-12-15,383.33,383.74,378.31,378.94
1313,2011-12-16,380.36,384.15,379.57,381.02
1314,2011-12-19,382.47,384.85,380.48,382.21
1315,2011-12-20,387.76,396.1,387.26,395.95
1316,2011-12-21,396.69,397.3,392.01,396.445
1317,2011-12-22,397.0,399.13,396.1,398.55
1318,2011-12-23,399.69,403.59,399.495,403.33
1319,2011-12-27,403.1,409.09,403.02,406.53
1320,2011-12-28,406.89,408.25,401.34,402.64
1321,2011-12-29,403.4,405.65,400.51,405.12
1322,2011-12-30,403.51,406.28,403.49,405.0
